,name,avg_rating,num_of_reviews,latitude,longitude,restaurante_categoria,state_name,total_population,hispanic_population,avg_income
45981,mireli restaurant,4.5,25,40.8254639,-73.88991299999999,restaurante dominicano,New York,19664161,3559667,59272.35
45985,cafe taboo,3.5,18,37.7616915,-122.4094005,restaurante mexicano,California,38773436,14744533,63364.21
46004,barbara’s cafe,4.6,27,25.8836844,-80.2907705,restaurante latinoamericano,Florida,20158603,4695397,48321.24
46012,14 bis pizzeria brazilian = american,4.6,105,28.5125251,-81.4632105,restaurante brasileño,Florida,20158603,4695397,48321.24
46034,la viagra,4.3,77,40.8261095,-73.9503828,restaurante mexicano,New York,19664161,3559667,59272.35
46048,tacos & avocados,4.2,28,32.5627307,-97.1417751,restaurante mexicano,Texas,27337059,10704104,50373.87
46060,sabores latinos,4.6,58,25.6360192,-80.4226462,restaurante centroamericano,Florida,20158603,4695397,48321.24
46080,pique 86,4.3,38,40.8695309,-73.8901429,restaurante mexicano,New York,19664161,3559667,59272.35
46092,el merendero,4.4,18,32.808567499999995,-115.570375,restaurante mexicano,California,38773436,14744533,63364.21
46100,madi's restaurant,4.6,45,26.2004599,-98.2343916,restaurante mexicano,Texas,27337059,10704104,50373.87
46124,tapia's café,4.3,88,26.0733885,-97.5065153,restaurante mexicano,Texas,27337059,10704104,50373.87
46159,pastel pizza,3.9,27,29.7363299,-95.4761689,restaurante latinoamericano,Texas,27337059,10704104,50373.87
46167,restaurante el gordo,4.3,18,34.2087417,-118.3885639,restaurante mexicano,California,38773436,14744533,63364.21
46175,ramiro's taco shop,3.8,28,33.2191718,-111.8755703,restaurante mexicano,Arizona,6707875,2030951,45892.43
46189,carmen’s mexican restaurant,4.9,18,29.4987468,-98.3491479,restaurante mexicano,Texas,27337059,10704104,50373.87
46198,tacos catrina,4.2,108,38.0209726,-121.359834,restaurante mexicano,California,38773436,14744533,63364.21
46246,saltillo tortilleria,4.3,98,36.6935562,-121.5950358,restaurante mexicano,California,38773436,14744533,63364.21
46291,chuys tacos & bionicos,4.4,67,33.9381522,-118.21371,restaurante mexicano,California,38773436,14744533,63364.21
46316,villa del mar,4.3,54,26.171943,-98.0033462,restaurante mexicano,Texas,27337059,10704104,50373.87
46334,gates of texas argentinian cafe-grill & bar,3.9,26,33.409001,-96.941814,restaurante argentino,Texas,27337059,10704104,50373.87
46343,panaderia guadalajara,4.6,53,31.9125652,-106.5985916,restaurante latinoamericano,Texas,27337059,10704104,50373.87
46382,andrea's chicken 2,4.7,48,40.7125732,-73.9566224,restaurante peruano,New York,19664161,3559667,59272.35
46399,toque mexicano,4.9,58,32.730968,-97.410974,restaurante mexicano,Texas,27337059,10704104,50373.87
46417,tierra caliente restaurant,3.8,58,37.968404,-121.2711756,restaurante mexicano,California,38773436,14744533,63364.21
46447,los sazones latino,4.4,27,40.8337456,-73.9268659,restaurante latinoamericano,New York,19664161,3559667,59272.35
46454,taco movil,4.6,48,41.6952968,-88.2606431,restaurante mexicano,Illinois,12829297,2113775,53467.05
46474,antojitos los cocos fruits & smoothies bar,4.5,18,29.6364236,-95.4638529,restaurante latinoamericano,Texas,27337059,10704104,50373.87
46479,el aguila restaurant,3.8,18,25.809485,-80.23392,restaurante dominicano,Florida,20158603,4695397,48321.24
46484,taqueria don miguel,4.6,26,26.2275073,-98.2421277,restaurante mexicano,Texas,27337059,10704104,50373.87
46511,que taco,3.3,44,29.6107769,-98.5067599,restaurante mexicano,Texas,27337059,10704104,50373.87
46529,dulce cafeteria,4.2,46,25.7792268,-80.13286,restaurante cubano,Florida,20158603,4695397,48321.24
46539,"""blue zebra"" la zebra azul restaurant bar, night club",4.3,33,38.1227056,-121.2600563,restaurante mexicano,California,38773436,14744533,63364.21
46548,taqueria el mexicano,4.7,46,37.4707874,-121.1277117,restaurante mexicano,California,38773436,14744533,63364.21
46566,don quixote,3.4,36,37.0526122,-122.0734734,restaurante mexicano,California,38773436,14744533,63364.21
46584,homestate,4.8,38,34.1799488,-118.1592203,restaurante mexicano,California,38773436,14744533,63364.21
46602,carlito's restaurant,4.5,58,36.6823679,-121.6690708,restaurante mexicano,California,38773436,14744533,63364.21
46616,taqueria mexican restaurant,4.5,44,40.6011877,-74.1770258,restaurante mexicano,New York,19664161,3559667,59272.35
46626,los alazanes mexican food,4.4,18,34.132576,-117.9859238,restaurante mexicano,California,38773436,14744533,63364.21
46636,fiesta cancun mexican restaurant *now open* we want to bring you the true feeling of mexico. we are a family owned business.,4.9,78,28.664097,-81.39078239999999,restaurante mexicano,Florida,20158603,4695397,48321.24
46656,kann caribbean kitchen rum bar & bakery,4.6,65,28.4638266,-81.4579092,restaurante caribeño,Florida,20158603,4695397,48321.24
46670,taqueria mazatlan,4.8,38,34.0841102,-117.3141784,restaurante mexicano,California,38773436,14744533,63364.21
46678,taqueria tenochtitlan,4.3,57,40.861538,-73.898982,restaurante mexicano,New York,19664161,3559667,59272.35
46695,buena comida,4.5,28,42.6899825,-73.86657799999999,restaurante mexicano,New York,19664161,3559667,59272.35
46704,green cactus grill,3.5,36,40.7370199,-73.3198278,restaurante mexicano,New York,19664161,3559667,59272.35
46719,la purepecha cocina mexicana,4.8,36,34.0180455,-118.4901888,restaurante mexicano,California,38773436,14744533,63364.21
46728,matamoros taqueria,4.7,38,32.4249635,-94.7164413,restaurante mexicano,Texas,27337059,10704104,50373.87
46741,freddie restaurant,4.9,38,26.2237907,-80.2521896,restaurante colombiano,Florida,20158603,4695397,48321.24
46751,mini tacos el sombrero de jalisco,4.4,17,27.7815586,-97.9144015,restaurante mexicano,Texas,27337059,10704104,50373.87
46755,latin fork arepas drive thru,4.4,53,28.3041235,-81.40161429999999,restaurante venezolano,Florida,20158603,4695397,48321.24
46773,tipsi monkey,4.2,28,41.9950505,-88.20007969999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
46784,el taco panchon,4.5,65,30.1563641,-95.2253182,restaurante mexicano,Texas,27337059,10704104,50373.87
46804,taqueria el mirador,3.8,27,32.7975578,-97.4019012,restaurante mexicano,Texas,27337059,10704104,50373.87
46812,cocina de mama,4.7,35,32.822311899999995,-96.8359112,restaurante mexicano,Texas,27337059,10704104,50373.87
46823,la nota restaurant,4.4,34,30.2773895,-81.5584217,restaurante venezolano,Florida,20158603,4695397,48321.24
46828,don martin modern mexican cuisine llc,4.7,28,28.1076602,-81.6269531,restaurante mexicano,Florida,20158603,4695397,48321.24
46840,pancho villa,3.8,48,40.858454,-73.9036107,restaurante mexicano,New York,19664161,3559667,59272.35
46853,sabor de mi tierra bakery restaurant,4.0,27,40.7473893,-73.8686929,restaurante colombiano,New York,19664161,3559667,59272.35
46860,el cesar,4.5,68,36.5445953,-119.2881192,restaurante mexicano,California,38773436,14744533,63364.21
46882,viva zapata restaurant & cafe,4.6,47,34.0629889,-118.0575111,restaurante mexicano,California,38773436,14744533,63364.21
46895,boca taqueria - eastmark,4.1,66,33.3361091,-111.6029663,restaurante mexicano,Arizona,6707875,2030951,45892.43
46915,aztec grill,4.6,18,38.5485153,-122.8107196,restaurante mexicano,California,38773436,14744533,63364.21
46921,baja bud's restaurants,4.2,18,34.0479925,-118.4631055,restaurante mexicano,California,38773436,14744533,63364.21
46929,mariscos costa mar restaurant,3.8,94,34.5796586,-118.1235168,restaurante mexicano,California,38773436,14744533,63364.21
46962,taqueria centenario,4.3,68,29.8703111,-95.3787917,restaurante mexicano,Texas,27337059,10704104,50373.87
46989,punto latino restaurant,4.2,68,26.6790156,-80.200497,restaurante colombiano,Florida,20158603,4695397,48321.24
47008,west burrito california,4.3,14,26.1845225,-97.7188503,restaurante mexicano,Texas,27337059,10704104,50373.87
47019,polaris cafeteria,4.4,68,25.7835162,-80.2303075,restaurante centroamericano,Florida,20158603,4695397,48321.24
47038,tortas el guero,4.9,54,34.0576626,-117.6890083,restaurante mexicano,California,38773436,14744533,63364.21
47056,la cocina de alicia restaurant,4.0,64,41.9170256,-87.75321319999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
47076,vega’s cocina & cantina,4.4,35,33.0118594,-97.0443217,restaurante mexicano,Texas,27337059,10704104,50373.87
47088,valentinas taco shop,3.9,125,32.5690691,-117.0046138,restaurante mexicano,California,38773436,14744533,63364.21
47131,pacific west general store,4.3,18,34.0389023,-118.5548005,restaurante mexicano,California,38773436,14744533,63364.21
47156,oasis burger,3.3,17,34.1503702,-117.2292126,restaurante mexicano,California,38773436,14744533,63364.21
47164,del rio tortilla factory,4.5,78,29.0363803,-98.5761,restaurante mexicano,Texas,27337059,10704104,50373.87
47191,taqueria los gallos #2,3.8,67,28.9733949,-95.3723917,restaurante mexicano,Texas,27337059,10704104,50373.87
47209,ogden's barbacoa,4.8,56,29.1389216,-98.1656211,restaurante mexicano,Texas,27337059,10704104,50373.87
47239,restaurant el quetzal,3.8,57,41.1279581,-74.0400669,restaurante centroamericano,New York,19664161,3559667,59272.35
47246,dunagan's market,3.5,28,34.5789925,-117.4042267,restaurante mexicano,California,38773436,14744533,63364.21
47253,las cabañas mexican grill & taqueria,4.4,58,37.872726,-122.2733086,restaurante mexicano,California,38773436,14744533,63364.21
47271,la niña restaurante,4.7,38,32.6267839,-97.2999176,restaurante mexicano,Texas,27337059,10704104,50373.87
47281,el patio restaurant,4.2,25,41.811438,-87.6647119,restaurante mexicano,Illinois,12829297,2113775,53467.05
47291,raspados california,4.4,18,36.8010902,-119.7901687,restaurante mexicano,California,38773436,14744533,63364.21
47298,el arco,4.3,28,40.6407626,-74.0146731,restaurante mexicano,New York,19664161,3559667,59272.35
47303,tortilleria agustin,4.5,18,26.2355204,-98.3601962,restaurante mexicano,Texas,27337059,10704104,50373.87
47309,cocina maiz,4.8,28,25.9097304,-97.5102851,restaurante mexicano,Texas,27337059,10704104,50373.87
47319,tacos a cabron #2,4.2,64,34.0185816,-118.2061422,restaurante mexicano,California,38773436,14744533,63364.21
47350,paiche,4.2,14,33.9861837,-118.4419847,restaurante peruano,California,38773436,14744533,63364.21
47359,mariscos yucatan,4.2,88,33.9446192,-118.208093,restaurante mexicano,California,38773436,14744533,63364.21
47392,antojitos cuernavaca,4.5,15,29.8651393,-95.7011784,restaurante mexicano,Texas,27337059,10704104,50373.87
47398,tacos don miguel,4.8,26,35.222307,-101.807611,restaurante mexicano,Texas,27337059,10704104,50373.87
47405,chequito’s,4.2,66,40.5966413,-73.98448189999999,restaurante mexicano,New York,19664161,3559667,59272.35
47419,la taquiza grill,4.1,26,41.963895,-87.83706099999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
47430,el nopal mexican grill,4.1,13,38.5744896,-121.4791139,restaurante mexicano,California,38773436,14744533,63364.21
47435,latin are bar & restaurant,4.7,37,25.8921284,-80.1623407,restaurante venezolano,Florida,20158603,4695397,48321.24
47449,el asadero taco grill,4.6,35,35.3829289,-118.9985407,restaurante mexicano,California,38773436,14744533,63364.21
47463,cassava,4.7,76,31.7834257,-106.4375589,restaurante caribeño,Texas,27337059,10704104,50373.87
47475,el taco loco,3.8,18,40.7054586,-73.6347138,restaurante mexicano,New York,19664161,3559667,59272.35
47481,tasty taco drive inn,4.1,76,28.6874861,-99.82195,restaurante mexicano,Texas,27337059,10704104,50373.87
47506,ricuras de venezuela,4.0,28,32.2506363,-110.9854281,restaurante venezolano,Arizona,6707875,2030951,45892.43
47553,pupusatown,4.6,18,33.8820924,-118.3259831,restaurante centroamericano,California,38773436,14744533,63364.21
47560,carnitas el gordo,4.7,28,41.8072452,-87.7532291,restaurante mexicano,Illinois,12829297,2113775,53467.05
47563,restaurant miramar,3.7,38,34.1953062,-119.17765,restaurante mexicano,California,38773436,14744533,63364.21
47577,cafesito mexicano deli,4.4,16,40.6085619,-73.97321409999999,restaurante mexicano,New York,19664161,3559667,59272.35
47583,cielito lindo,4.9,28,41.1195229,-73.9500288,restaurante mexicano,New York,19664161,3559667,59272.35
47591,los gallos taqueria,4.3,27,37.5493748,-122.0496299,restaurante mexicano,California,38773436,14744533,63364.21
47603,chilangos tacos legacy hall,4.0,25,33.083271,-96.8258046,restaurante mexicano,Texas,27337059,10704104,50373.87
47616,carmelo's taco place,4.4,157,41.7865842,-87.6929443,restaurante mexicano,Illinois,12829297,2113775,53467.05
47675,north avenue cafe,4.3,55,40.9223343,-73.7879121,restaurante mexicano,New York,19664161,3559667,59272.35
47689,mexican food tacos y antojitos cielito lindo,4.6,28,28.047403,-82.5169421,restaurante mexicano,Florida,20158603,4695397,48321.24
47699,taqueria guerrero,4.5,25,33.9416684,-118.0290118,restaurante mexicano,California,38773436,14744533,63364.21
47708,tacos pollo loco,4.9,48,41.3047865,-74.1478976,restaurante mexicano,New York,19664161,3559667,59272.35
47720,roy's taqueria and mexican restaurant,4.5,46,31.5498405,-97.1265978,restaurante mexicano,Texas,27337059,10704104,50373.87
47737,cocks,4.1,78,40.6711471,-73.95054859999999,restaurante caribeño,New York,19664161,3559667,59272.35
47762,las cabañas de san pedro restaurant,4.3,75,34.069227999999995,-118.29715,restaurante centroamericano,California,38773436,14744533,63364.21
47782,tacos cotija,4.2,28,40.1769464,-122.2391539,restaurante mexicano,California,38773436,14744533,63364.21
47790,taqueria la brisa,3.4,48,26.3259398,-98.3783683,restaurante mexicano,Texas,27337059,10704104,50373.87
47799,taqueria juniors,4.1,68,32.3078702,-95.3394073,restaurante mexicano,Texas,27337059,10704104,50373.87
47828,hay chihuahua mexican restaurant,4.7,78,42.1907338,-88.1063057,restaurante mexicano,Illinois,12829297,2113775,53467.05
47850,salt & pepper taqueria and catering,4.6,38,37.5194803,-120.8866979,restaurante mexicano,California,38773436,14744533,63364.21
47867,tacos roger #1,4.3,28,34.0817245,-118.2869786,restaurante mexicano,California,38773436,14744533,63364.21
47873,la perlita de san miguel pupuseria,4.1,78,30.3586,-97.6894852,restaurante centroamericano,Texas,27337059,10704104,50373.87
47891,ra monita,4.7,13,40.7035446,-73.9409888,restaurante puertorriqueño,New York,19664161,3559667,59272.35
47898,el charrito,4.0,38,29.8630007,-95.3639883,restaurante mexicano,Texas,27337059,10704104,50373.87
47922,la villa restaurant,4.0,77,41.0250353,-73.7721114,restaurante colombiano,New York,19664161,3559667,59272.35
47941,el paso american mexican food,4.3,56,40.7031075,-89.642895,restaurante mexicano,Illinois,12829297,2113775,53467.05
47963,jr el mariachi,4.0,78,40.913929,-72.65678199999999,restaurante mexicano,New York,19664161,3559667,59272.35
47978,el pilόn puerto rican restaurant,4.7,17,29.46986,-98.4387054,restaurante puertorriqueño,Texas,27337059,10704104,50373.87
47985,tropikal calle 8,4.1,108,34.697661,-118.14161,restaurante latinoamericano,California,38773436,14744533,63364.21
48022,tacoschool el compadre,4.5,34,27.8603533,-82.3273409,restaurante mexicano,Florida,20158603,4695397,48321.24
48035,little haiti,3.8,75,40.6510004,-73.9483482,restaurante caribeño,New York,19664161,3559667,59272.35
48046,pollos asados el rey,4.6,38,26.244121,-98.1133105,restaurante mexicano,Texas,27337059,10704104,50373.87
48060,tacos tamales y empalmes del pueblo,4.6,77,26.2352929,-98.1019602,restaurante mexicano,Texas,27337059,10704104,50373.87
48084,"conchita burritos, tortas y mas",3.8,133,31.7076009,-106.3152564,restaurante mexicano,Texas,27337059,10704104,50373.87
48134,extreme southern sno / the pitt stop,4.4,86,29.197036,-99.79271,restaurante mexicano,Texas,27337059,10704104,50373.87
48164,smokey island grille,3.9,65,40.668031,-73.9028639,restaurante caribeño,New York,19664161,3559667,59272.35
48187,rodizio grill - melbourne,3.8,27,28.0812628,-80.6494658,restaurante brasileño,Florida,20158603,4695397,48321.24
48201,avila kitchen,4.1,28,40.725017,-73.95176599999999,restaurante venezolano,New York,19664161,3559667,59272.35
48210,el mexicano taqueria,3.9,28,36.6055716,-119.7842669,restaurante mexicano,California,38773436,14744533,63364.21
48217,guaro,4.0,25,40.754105,-73.8610757,restaurante dominicano,New York,19664161,3559667,59272.35
48225,el ta-cotorro norteño,5.0,28,29.9975014,-95.4857689,restaurante mexicano,Texas,27337059,10704104,50373.87
48239,patrick's place,4.7,34,40.8268692,-73.9393736,restaurante caribeño,New York,19664161,3559667,59272.35
48270,adobo puerto rican cafe,4.2,28,32.833611399999995,-97.1793614,restaurante puertorriqueño,Texas,27337059,10704104,50373.87
48280,orale pana (food truck),4.5,38,29.758253,-95.7514417,restaurante venezolano,Texas,27337059,10704104,50373.87
48288,the taco joint,4.4,48,26.2316561,-80.0901848,restaurante mexicano,Florida,20158603,4695397,48321.24
48299,bobby's tacos,4.4,58,28.892198,-99.1047397,restaurante mexicano,Texas,27337059,10704104,50373.87
48314,goyo's mexican restaurant,4.3,58,31.6308983,-96.5149114,restaurante mexicano,Texas,27337059,10704104,50373.87
